0,51,50,52,53,62,52,57,58,53,56,135,50,72,71,71,69,65,148,52,50,68,78,83,87,87,86,83,81,79,78,78,76,73,71,69,67,65,64,63,55,54,53,51,51,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,64,50,53,53,53,53,51,52,106,106,104,104,103,102,102,102,101,101,100,100,99,99,98,98,98,97,96,95,95,94,94,94,94,95,95,95,96,95,95,94,93,93,92,91,90,89,89,89,88,87,87,87,86,87,87,86,86,86,85,83,82,81,81,81,81,81,80,80,79,79,80,79,80,80,79,78,78,77,77,76,75,75,74,74,73,73,72,73,73,74,75,75,74,73,72,71,71,70,69,68,67,65,64,64,64,63,63,63,63,64,63,64,68,72,74,75,76,76,76,77,77,78,78,78,78,77,76,75,74,73,72,71,71,70,69,69,68,67,66,65,65,65,64,63,63,62,61,61,60,59,59,59,58,57,56,55,54,53,53,53,52,52,51,50,50
